Record ID,Created Date,Date Closed,Due Date,Last Modified Date,Implementation Phase,Implementation Type,Record ID,Target Implementation Date,URL-Record ID,URL-Record ID
CA-015405,31-10-23 10:29,15-May-24,29-Feb-24,15-05-24 10:44,N/A,Pre-Implementation,QE-006774,29-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC020,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TA001
CA-015404,31-10-23 10:17,29-Apr-24,29-Feb-24,15-05-24 10:11,N/A,Pre-Implementation,QE-006773,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB010,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9003
CA-015403,31-10-23 10:15,25-Apr-24,29-Feb-24,25-04-24 9:19,N/A,Pre-Implementation,QE-006773,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000V9014,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9003
CA-015401,31-10-23 10:12,25-Apr-24,29-Feb-24,15-05-24 10:11,N/A,Pre-Implementation,QE-006773,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA012,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T9003
CA-015396,31-10-23 10:02,12-Mar-24,30-Apr-24,12-03-24 15:52,N/A,Pre-Implementation,QE-006770,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC018,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5003
CA-015395,31-10-23 10:00,12-Mar-24,30-Apr-24,23-04-24 11:30,N/A,Pre-Implementation,QE-006770,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC017,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5003
CA-015393,31-10-23 9:50,11-Mar-24,30-May-24,22-05-24 10:51,N/A,Pre-Implementation,QE-006736,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000V9008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SQ001
CA-015390,31-10-23 9:47,06-Mar-24,30-May-24,06-03-24 13:20,N/A,Pre-Implementation,QE-006736,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA011,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SQ001
CA-015387,31-10-23 9:30,11-Mar-24,30-May-24,22-05-24 10:51,N/A,Pre-Implementation,QE-006736,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC016,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SQ001
CA-015375,30-10-23 12:38,24-Jan-24,21-Nov-23,24-01-24 16:25,N/A,Pre-Implementation,QE-006794,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB009
CA-015374,30-10-23 12:36,24-Jan-24,21-Nov-23,24-01-24 16:25,N/A,Pre-Implementation,QE-006794,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB009
CA-015373,30-10-23 12:27,24-Jan-24,21-Nov-23,24-01-24 16:21,N/A,Pre-Implementation,QE-006793,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB008
CA-015372,30-10-23 12:24,24-Jan-24,21-Nov-23,24-01-24 16:21,N/A,Pre-Implementation,QE-006793,21-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000V9004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TB008
CA-015371,30-10-23 12:04,12-Jan-24,30-Apr-24,30-01-24 9:23,N/A,Pre-Implementation,QE-006762,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5001
CA-015370,30-10-23 11:57,11-Jan-24,29-Apr-24,11-01-24 8:48,N/A,Pre-Implementation,QE-006762,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5001
CA-015369,30-10-23 11:55,12-Jan-24,30-Apr-24,30-01-24 9:23,N/A,Pre-Implementation,QE-006762,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000T5001
CA-015368,30-10-23 11:20,08-Jan-24,29-Mar-24,08-01-24 8:47,,Pre-Implementation,QE-006799,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VA006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TG003
CA-015367,30-10-23 11:17,08-Jan-24,29-Mar-24,08-01-24 9:47,,Pre-Implementation,QE-006799,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VB003,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000TG003
CA-015361,26-10-23 17:20,31-Jan-24,30-Apr-24,31-01-24 14:33,,Pre-Implementation,QE-006753,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SY003
CA-015360,26-10-23 17:19,31-Jan-24,30-Apr-24,31-01-24 11:57,,Pre-Implementation,QE-006753,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC003,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SY003
CA-015359,26-10-23 17:18,31-Jan-24,30-Apr-24,31-01-24 14:32,,Pre-Implementation,QE-006753,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC002,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SY003
CA-015358,26-10-23 17:17,31-Jan-24,30-Apr-24,31-01-24 10:30,,Pre-Implementation,QE-006753,30-Apr-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000VC001,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SY003
CA-015296,11-10-23 18:11,01-Dec-23,20-Oct-23,27-03-24 9:59,,Pre-Implementation,QE-006590,20-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UX008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RE002
CA-015255,04-10-23 10:55,24-Oct-23,13-Oct-23,24-10-23 11:24,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UP017,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-015252,03-10-23 17:25,22-Dec-23,29-Feb-24,23-01-24 11:29,,Pre-Implementation,QE-006726,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UQ012,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SK003
CA-015251,03-10-23 17:18,22-Dec-23,29-Feb-24,23-01-24 11:29,,Pre-Implementation,QE-006726,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UP015,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SK003
CA-015250,03-10-23 17:09,22-Dec-23,29-Feb-24,22-12-23 17:52,,Pre-Implementation,QE-006726,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UR011,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SK003
CA-015249,03-10-23 17:07,22-Dec-23,29-Feb-24,23-01-24 11:29,,Pre-Implementation,QE-006726,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UQ011,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SK003
CA-015248,03-10-23 16:54,04-Jan-24,29-Feb-24,19-01-24 15:39,,Pre-Implementation,QE-006724,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UP014,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SL006
CA-015247,03-10-23 16:50,04-Jan-24,29-Feb-24,19-01-24 15:39,,Pre-Implementation,QE-006724,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UQ010,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SL006
CA-015246,03-10-23 16:43,22-Dec-23,29-Feb-24,22-12-23 9:40,,Pre-Implementation,QE-006724,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UR010,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SL006
CA-015245,03-10-23 16:32,04-Jan-24,29-Feb-24,19-01-24 15:39,,Pre-Implementation,QE-006724,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UP013,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SL006
CA-015244,03-10-23 15:30,24-Oct-23,16-Oct-23,24-10-23 11:17,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000US015,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-015243,03-10-23 15:28,24-Oct-23,06-Oct-23,24-10-23 11:15,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UQ009,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-015235,03-10-23 13:00,24-Oct-23,06-Oct-23,24-10-23 11:14,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UQ007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-015234,03-10-23 12:12,04-Jan-24,29-Feb-24,24-01-24 11:47,,Pre-Implementation,QE-006725,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UP010,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SM008
CA-015233,03-10-23 12:10,04-Jan-24,29-Feb-24,24-01-24 11:47,,Pre-Implementation,QE-006725,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UR007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SM008
CA-015232,03-10-23 12:00,28-Dec-23,29-Feb-24,28-12-23 8:37,,Pre-Implementation,QE-006725,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UR006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SM008
CA-015230,03-10-23 11:30,04-Jan-24,29-Feb-24,24-01-24 11:47,,Pre-Implementation,QE-006725,29-Feb-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UR005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SM008
CA-015155,21-09-23 17:22,22-Feb-24,29-Mar-24,22-02-24 11:14,,Pre-Implementation,QE-006737,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UM009,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SR001
CA-015154,21-09-23 17:22,20-Feb-24,29-Mar-24,13-06-24 14:23,,Pre-Implementation,QE-006737,29-Mar-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UN005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SR001
CA-015153,21-09-23 16:44,13-Nov-23,30-Nov-23,21-02-24 8:27,,Pre-Implementation,QE-006735,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UM008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SP001
CA-015152,21-09-23 16:40,13-Nov-23,30-Nov-23,21-02-24 8:27,,Pre-Implementation,QE-006735,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UM007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SP001
CA-015151,21-09-23 16:38,30-Oct-23,30-Nov-23,30-10-23 16:46,,Pre-Implementation,QE-006735,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UL008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SP001
CA-015150,21-09-23 16:37,13-Nov-23,30-Nov-23,21-02-24 8:27,,Pre-Implementation,QE-006735,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UO002,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SP001
CA-015128,20-09-23 14:52,13-Dec-23,30-Nov-23,13-12-23 13:42,,Pre-Implementation,QE-006707,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UI014,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SG002
CA-015127,20-09-23 14:50,08-Dec-23,30-Nov-23,21-03-24 9:01,,Pre-Implementation,QE-006707,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000UJ015,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SG002
CA-015053,13-09-23 12:42,21-Nov-23,22-Dec-23,21-11-23 18:10,,Pre-Implementation,QE-006705,31-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000U9005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SG001
CA-015052,13-09-23 12:40,20-Nov-23,22-Dec-23,18-01-24 11:31,,Pre-Implementation,QE-006705,31-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000U9004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000SG001
CA-014943,08-08-23 15:46,14-Nov-23,29-Sep-23,27-03-24 9:56,n/a,Pre-Implementation,QE-006616,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TQ032,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RR003
CA-014942,08-08-23 15:42,14-Nov-23,29-Sep-23,27-03-24 9:59,n/a,Pre-Implementation,QE-006616,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TP030,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RR003
CA-014920,04-08-23 11:13,13-Dec-23,31-Dec-23,13-12-23 11:38,,Pre-Implementation,QE-006630,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TO018,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RY001
CA-014919,04-08-23 11:10,13-Dec-23,31-Dec-23,13-12-23 11:32,,Pre-Implementation,QE-006630,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TQ028,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RY001
CA-014918,04-08-23 11:04,03-Oct-23,31-Dec-23,03-10-23 10:57,,Pre-Implementation,QE-006629,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TQ027,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RX001
CA-014917,04-08-23 11:02,27-Sep-23,31-Dec-23,06-03-24 10:00,,Pre-Implementation,QE-006629,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TQ026,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RX001
CA-014893,02-08-23 18:39,30-Oct-23,18-Oct-23,30-10-23 14:45,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TP016,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-014892,02-08-23 18:37,30-Oct-23,18-Oct-23,11-01-24 16:04,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TP015,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-014891,02-08-23 18:35,03-Oct-23,31-Aug-23,03-10-23 9:39,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TQ016,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-014890,02-08-23 18:29,25-Oct-23,31-Aug-23,22-05-24 10:12,,Pre-Implementation,QE-006534,23-Oct-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TQ015,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY006
CA-014875,02-08-23 12:10,22-Jan-24,31-Jan-24,28-03-24 11:59,,Post-Implementation,QE-006613,20-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TR011,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RQ002
CA-014874,02-08-23 11:59,08-Aug-23,,08-08-23 12:28,,Pre-Implementation,QE-006616,30-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TO006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RR003
CA-014865,01-08-23 17:11,04-Dec-23,16-Oct-23,04-12-23 13:49,,Pre-Implementation,QE-006612,08-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TP007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RQ001
CA-014810,24-07-23 15:53,14-Dec-23,20-Oct-23,06-06-24 9:20,,Pre-Implementation,QE-006590,20-Nov-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TL004,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RE002
CA-014808,24-07-23 14:50,16-Nov-23,22-Nov-23,16-11-23 11:57,,Pre-Implementation,QE-006613,20-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TN003,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RQ002
CA-014807,24-07-23 14:49,16-Nov-23,22-Nov-23,16-11-23 11:57,,Pre-Implementation,QE-006613,20-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TN002,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RQ002
CA-014805,24-07-23 14:36,29-Jan-24,31-Jan-24,29-01-24 13:48,,Post-Implementation,QE-006613,20-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TM001,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RQ002
CA-014758,12-07-23 14:51,19-Sep-23,22-Sep-23,19-09-23 10:50,,Pre-Implementation,QE-006587,20-Jul-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TD007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RB005
CA-014750,11-07-23 11:58,19-Sep-23,31-Dec-23,19-09-23 14:23,,Pre-Implementation,QE-006604,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TC009,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RL002
CA-014749,11-07-23 11:56,18-Sep-23,31-Dec-23,06-02-24 12:41,,Pre-Implementation,QE-006604,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TD006,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RL002
CA-014748,11-07-23 11:50,19-Sep-23,31-Dec-23,19-09-23 16:28,,Pre-Implementation,QE-006605,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TC008,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RM001
CA-014747,11-07-23 11:48,19-Sep-23,31-Dec-23,13-02-24 15:46,,Pre-Implementation,QE-006605,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TC007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RM001
CA-014746,11-07-23 11:41,13-Nov-23,30-Oct-23,13-11-23 13:09,,Pre-Implementation,QE-006596,31-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TF002,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RH002
CA-014745,11-07-23 11:38,08-Nov-23,30-Oct-23,24-04-24 15:01,,Pre-Implementation,QE-006596,31-Dec-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TF001,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RH002
CA-014744,11-07-23 11:30,07-Feb-24,31-Dec-23,07-02-24 8:20,,Pre-Implementation,QE-006603,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TD005,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RK004
CA-014743,11-07-23 11:17,02-Feb-24,31-Dec-23,23-02-24 8:42,,Pre-Implementation,QE-006603,31-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000TE001,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RK004
CA-014693,26-06-23 14:49,26-Sep-23,29-Dec-23,26-09-23 16:50,,Pre-Implementation,QE-006532,24-Jan-24,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000T4007,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000QY005
CA-014692,26-06-23 13:59,30-Jan-24,30-Nov-23,30-01-24 10:36,N/A,Pre-Implementation,QE-006591,08-Sep-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000T6003,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RF002
CA-014691,26-06-23 13:58,30-Jan-24,22-Dec-23,30-01-24 10:39,N/A,Pre-Implementation,QE-006591,08-Sep-23,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/change_action__qdm/OPA0000000T7002,https://bluebirdbio-qualitydocs.veevavault.com/ui/#object/quality_event__qdm/OP20000000RF002
